BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095075.1.region004	NZ_CP095075.1	Halobacillus sp. strain strain	lassopeptide	RiPPs	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095075.1.region005	NZ_CP095075.1	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095075.1.region006	NZ_CP095075.1	Halobacillus sp. strain strain	ectoine	Others	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095075.1.region007	NZ_CP095075.1	Halobacillus sp. strain strain	siderophore	Others	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_022921115.prokka-NZ_CP095076.1.region001	NZ_CP095076.1	Halobacillus sp. strain strain	lassopeptide	RiPPs	Halobacillus sp. NZ_CP0950.	
Halobacillus_sp._GCF_024189295.prokka-c00001_NZ_JAIZ...region001	c00001_NZ_JAIZ..	Halobacillus sp. strain strain	ectoine	Others	Halobacillus sp. NZ_JAIZEN.	
Halobacillus_sp._GCF_024189295.prokka-c00008_NZ_JAIZ...region001	c00008_NZ_JAIZ..	Halobacillus sp. strain strain	siderophore	Others	Halobacillus sp. NZ_JAIZEN.	
Halobacillus_sp._GCF_024189295.prokka-c00011_NZ_JAIZ...region001	c00011_NZ_JAIZ..	Halobacillus sp. strain strain	lassopeptide	RiPPs	Halobacillus sp. NZ_JAIZEN.	
Halobacillus_sp._GCF_024189295.prokka-c00033_NZ_JAIZ...region001	c00033_NZ_JAIZ..	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_JAIZEN.	
Halobacillus_sp._GCF_024189295.prokka-c00033_NZ_JAIZ...region002	c00033_NZ_JAIZ..	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_JAIZEN.	
Halobacillus_sp._GCF_024189295.prokka-c00033_NZ_JAIZ...region003	c00033_NZ_JAIZ..	Halobacillus sp. strain strain	betalactone	Others	Halobacillus sp. NZ_JAIZEN.	
Halobacillus_sp._GCF_024189315.prokka-c00005_NZ_JAIZ...region001	c00005_NZ_JAIZ..	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_JAIZEO.	
Halobacillus_sp._GCF_024189315.prokka-c00005_NZ_JAIZ...region002	c00005_NZ_JAIZ..	Halobacillus sp. strain strain	betalactone	Others	Halobacillus sp. NZ_JAIZEO.	
Halobacillus_sp._GCF_024189315.prokka-c00005_NZ_JAIZ...region003	c00005_NZ_JAIZ..	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_JAIZEO.	
Halobacillus_sp._GCF_024189315.prokka-c00006_NZ_JAIZ...region001	c00006_NZ_JAIZ..	Halobacillus sp. strain strain	RiPP-like	RiPPs	Halobacillus sp. NZ_JAIZEO.	
Halobacillus_sp._GCF_024189315.prokka-c00007_NZ_JAIZ...region001	c00007_NZ_JAIZ..	Halobacillus sp. strain strain	siderophore	Others	Halobacillus sp. NZ_JAIZEO.	
Halobacillus_sp._GCF_024189315.prokka-c00008_NZ_JAIZ...region001	c00008_NZ_JAIZ..	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_JAIZEO.	
Halobacillus_sp._GCF_024189315.prokka-c00009_NZ_JAIZ...region001	c00009_NZ_JAIZ..	Halobacillus sp. strain strain	ectoine	Others	Halobacillus sp. NZ_JAIZEO.	
Halobacillus_sp._GCF_024189315.prokka-c00009_NZ_JAIZ...region002	c00009_NZ_JAIZ..	Halobacillus sp. strain strain	lassopeptide	RiPPs	Halobacillus sp. NZ_JAIZEO.	
Halobacillus_sp._GCF_900240285.prokka-NZ_OESS01000001.region001	NZ_OESS01000001	Halobacillus sp. strain strain	siderophore	Others	Halobacillus sp. NZ_OESS01.	
Halobacillus_sp._GCF_900240285.prokka-NZ_OESS01000002.region001	NZ_OESS01000002	Halobacillus sp. strain strain	betalactone	Others	Halobacillus sp. NZ_OESS01.	
Halobacillus_sp._GCF_900240285.prokka-NZ_OESS01000002.region002	NZ_OESS01000002	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_OESS01.	
Halobacillus_sp._GCF_900240285.prokka-NZ_OESS01000003.region001	NZ_OESS01000003	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_OESS01.	
Halobacillus_sp._GCF_900240285.prokka-NZ_OESS01000003.region002	NZ_OESS01000003	Halobacillus sp. strain strain	ectoine	Others	Halobacillus sp. NZ_OESS01.	
Halobacillus_sp._GCF_902809865.prokka-c00001_NZ_CADD...region001	c00001_NZ_CADD..	Halobacillus sp. strain strain	siderophore	Others	Halobacillus sp. NZ_CADDWH.	
Halobacillus_sp._GCF_902809865.prokka-c00001_NZ_CADD...region002	c00001_NZ_CADD..	Halobacillus sp. strain strain	T3PKS	PKSother	Halobacillus sp. NZ_CADDWH.	
Halobacillus_sp._GCF_902809865.prokka-c00001_NZ_CADD...region003	c00001_NZ_CADD..	Halobacillus sp. strain strain	betalactone	Others	Halobacillus sp. NZ_CADDWH.	
Halobacillus_sp._GCF_902809865.prokka-c00001_NZ_CADD...region004	c00001_NZ_CADD..	Halobacillus sp. strain strain	terpene	Terpene	Halobacillus sp. NZ_CADDWH.	
Halobacillus_sp._GCF_902809865.prokka-c00001_NZ_CADD...region005	c00001_NZ_CADD..	Halobacillus sp. strain strain	ectoine	Others	Halobacillus sp. NZ_CADDWH.	
Halobacillus_sp._GCF_902809865.prokka-c00001_NZ_CADD...region006	c00001_NZ_CADD..	Halobacillus sp. strain strain	cyclic-lactone-autoinducer.RiPP-like.LAP	RiPPs	Halobacillus sp. NZ_CADDWH.	
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000004.region001	NZ_QTLC01000004	Halobacillus trueperi strain strain	LAP	RiPPs	Halobacillus trueperi NZ_QTLC01.	
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000034.region001	NZ_QTLC01000034	Halobacillus trueperi strain strain	siderophore	Others	Halobacillus trueperi NZ_QTLC01.	
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000034.region002	NZ_QTLC01000034	Halobacillus trueperi strain strain	siderophore	Others	Halobacillus trueperi NZ_QTLC01.	
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000064.region001	NZ_QTLC01000064	Halobacillus trueperi strain strain	terpene	Terpene	Halobacillus trueperi NZ_QTLC01.	
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000068.region001	NZ_QTLC01000068	Halobacillus trueperi strain strain	T3PKS	PKSother	Halobacillus trueperi NZ_QTLC01.	
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000068.region002	NZ_QTLC01000068	Halobacillus trueperi strain strain	betalactone	Others	Halobacillus trueperi NZ_QTLC01.	
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000078.region001	NZ_QTLC01000078	Halobacillus trueperi strain strain	ectoine	Others	Halobacillus trueperi NZ_QTLC01.	
Halobacillus_trueperi_GCF_003382325.prokka-NZ_QTLC01000096.region001	NZ_QTLC01000096	Halobacillus trueperi strain strain	terpene	Terpene	Halobacillus trueperi NZ_QTLC01.	
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000001.region001	NZ_QUAE01000001	Halobacillus trueperi strain strain	siderophore	Others	Halobacillus trueperi NZ_QUAE01.	
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000001.region002	NZ_QUAE01000001	Halobacillus trueperi strain strain	siderophore	Others	Halobacillus trueperi NZ_QUAE01.	
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000001.region003	NZ_QUAE01000001	Halobacillus trueperi strain strain	RiPP-like.LAP	RiPPs	Halobacillus trueperi NZ_QUAE01.	
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000001.region004	NZ_QUAE01000001	Halobacillus trueperi strain strain	terpene	Terpene	Halobacillus trueperi NZ_QUAE01.	
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000002.region001	NZ_QUAE01000002	Halobacillus trueperi strain strain	terpene	Terpene	Halobacillus trueperi NZ_QUAE01.	
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000005.region001	NZ_QUAE01000005	Halobacillus trueperi strain strain	betalactone	Others	Halobacillus trueperi NZ_QUAE01.	
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000005.region002	NZ_QUAE01000005	Halobacillus trueperi strain strain	T3PKS	PKSother	Halobacillus trueperi NZ_QUAE01.	
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000008.region001	NZ_QUAE01000008	Halobacillus trueperi strain strain	ectoine	Others	Halobacillus trueperi NZ_QUAE01.	
Halobacillus_trueperi_GCF_003386945.prokka-NZ_QUAE01000014.region001	NZ_QUAE01000014	Halobacillus trueperi strain strain	RRE-containing	RiPPs	Halobacillus trueperi NZ_QUAE01.	
Halobacillus_yeomjeoni_GCF_020171525.prokka-c00001_NZ_JAIV...region001	c00001_NZ_JAIV..	Halobacillus yeomjeoni strain strain	terpene	Terpene	Halobacillus yeomjeoni NZ_JAIVAI.	
Halobacillus_yeomjeoni_GCF_020171525.prokka-c00001_NZ_JAIV...region002	c00001_NZ_JAIV..	Halobacillus yeomjeoni strain strain	siderophore	Others	Halobacillus yeomjeoni NZ_JAIVAI.	
Halobacillus_yeomjeoni_GCF_020171525.prokka-c00001_NZ_JAIV...region003	c00001_NZ_JAIV..	Halobacillus yeomjeoni strain strain	T3PKS	PKSother	Halobacillus yeomjeoni NZ_JAIVAI.	
Halobacillus_yeomjeoni_GCF_020171525.prokka-c00001_NZ_JAIV...region004	c00001_NZ_JAIV..	Halobacillus yeomjeoni strain strain	betalactone	Others	Halobacillus yeomjeoni NZ_JAIVAI.	
Halobacillus_yeomjeoni_GCF_020171525.prokka-c00001_NZ_JAIV...region005	c00001_NZ_JAIV..	Halobacillus yeomjeoni strain strain	terpene	Terpene	Halobacillus yeomjeoni NZ_JAIVAI.	
